Name,INN,City,Region,Address,Website,Email,Category,OKVED
ООО Байкал Сервис,7701000004,Москва,Москва,"г Москва, ул Примерная, 5",baikalservice.ru,info@baikalservice.ru,Логистика,49.41
ООО Деловые Линии,7701000005,Москва,Москва,"г Москва, ул Примерная, 6",dellin.ru,info@dellin.ru,Логистика,49.41
ООО ЖелДорЭкспедиция,7701000006,Москва,Москва,"г Москва, ул Примерная, 7",jde.ru,info@jde.ru,Логистика,49.41
ООО ПЭК,7701000007,Москва,Москва,"г Москва, ул Примерная, 8",pecom.ru,info@pecom.ru,Логистика,49.41
ООО Энергия,7701000008,Москва,Москва,"г Москва, ул Примерная, 9",nrg-tk.ru,info@nrg-tk.ru,Логистика,49.41
ООО КИТ,7701000009,Москва,Москва,"г Москва, ул Примерная, 10",tk-kit.ru,info@tk-kit.ru,Логистика,49.41
ООО Автотрейдинг,7701000010,Москва,Москва,"г Москва, ул Примерная, 11",avtotreyding.ru,info@avtotreyding.ru,Логистика,49.41
ООО ТЭК Основа,7701000011,Москва,Москва,"г Москва, ул Примерная, 12",tek-osnova.ru,info@tek-osnova.ru,Логистика,49.41
ООО Главдоставка,7701000012,Москва,Москва,"г Москва, ул Примерная, 13",glavdostavka.ru,info@glavdostavka.ru,Логистика,49.41
ООО СТЭК,7701000013,Москва,Москва,"г Москва, ул Примерная, 14",stek-tk.ru,info@stek-tk.ru,Логистика,49.41
ООО Интайм,7701000014,Москва,Москва,"г Москва, ул Примерная, 15",intime.ru,info@intime.ru,Логистика,49.41
ООО Маркизы и навесы Москва,8100000023,Москва,Россия,"г Москва, ул Мастеров, 24",https://markiz-москва.ru,markiz@москва-mar.ru,Маркизы и навесы,25.99
ООО Массажный салон Москва,8000000030,Москва,Россия,"г Москва, ул Коммерческая, 31",https://massage-москва.ru,massage@москва-mass.ru,Массажный салон,96.04
ООО Мебельный салон Москва,7800000019,Москва,Россия,"г Москва, ул Центральная, 20",https://furniture-москва.ru,info@москва-furniture.ru,Мебельный салон,47.59
ООО СМ-Клиника,7701000000,Москва,Москва,"г Москва, ул Примерная, 1",sm-clinic.ru,info@sm-clinic.ru,Медицина,86.10
ООО Медси,7701000001,Москва,Москва,"г Москва, ул Примерная, 2",medsi.ru,info@medsi.ru,Медицина,86.10
ООО ЕМЦ,7701000002,Москва,Москва,"г Москва, ул Примерная, 3",emcmos.ru,info@emcmos.ru,Медицина,86.10
ООО Семейный доктор,7701000003,Москва,Москва,"г Москва, ул Примерная, 4",semdoc.ru,info@semdoc.ru,Медицина,86.10
ООО Доктор рядом,7701000004,Москва,Москва,"г Москва, ул Примерная, 5",doctorrf.ru,info@doctorrf.ru,Медицина,86.10
ООО Клиника Маршака,7701000005,Москва,Москва,"г Москва, ул Примерная, 6",marshak-clinic.ru,info@marshak-clinic.ru,Медицина,86.10
ООО Альфа-Центр Здоровья,7701000006,Москва,Москва,"г Москва, ул Примерная, 7",alpha-health.ru,info@alpha-health.ru,Медицина,86.10
ООО Скандинавия,7701000007,Москва,Москва,"г Москва, ул Примерная, 8",scandclinic.ru,info@scandclinic.ru,Медицина,86.10
ООО Мать и дитя,7701000008,Москва,Москва,"г Москва, ул Примерная, 9",mdclinic.ru,info@mdclinic.ru,Медицина,86.10
ООО Клиника Врачебная практика,7701000009,Москва,Москва,"г Москва, ул Примерная, 10",med-practica.ru,info@med-practica.ru,Медицина,86.10
ООО Гемотест,7701000010,Москва,Москва,"г Москва, ул Примерная, 11",gemotest.ru,info@gemotest.ru,Медицина,86.10
ООО Инвитро,7701000011,Москва,Москва,"г Москва, ул Примерная, 12",invitro.ru,info@invitro.ru,Медицина,86.10
ООО CMD,7701000012,Москва,Москва,"г Москва, ул Примерная, 13",cmdlab.ru,info@cmdlab.ru,Медицина,86.10
ООО Labquest,7701000013,Москва,Москва,"г Москва, ул Примерная, 14",labquest.ru,info@labquest.ru,Медицина,86.10
ООО ДНКОМ,7701000014,Москва,Москва,"г Москва, ул Примерная, 15",dnkom.ru,info@dnkom.ru,Медицина,86.10
ООО Металлообработка Москва,7900000006,Москва,Россия,"г Москва, ул Промышленная, 7",https://metal-москва.ru,metal@москва-met.ru,Металлообработка,25.50
ООО Металлопрокат Москва,7900000029,Москва,Россия,"г Москва, ул Промышленная, 30",https://metaltrade-москва.ru,metal@москва-mtl.ru,Металлопрокат,46.72
ООО Мобильная разработка Москва,8000000006,Москва,Россия,"г Москва, ул Коммерческая, 7",https://mobile-москва.ru,app@москва-app.ru,Мобильная разработка,62.01
ООО Молокозавод Москва,7900000003,Москва,Россия,"г Москва, ул Промышленная, 4",https://milk-москва.ru,info@москва-milk.ru,Молокозавод,10.51
ООО Монтаж вентиляции Москва,8100000024,Москва,Россия,"г Москва, ул Мастеров, 25",https://vent-москва.ru,vent@москва-vent.ru,Монтаж вентиляции,43.22
ООО Мясокомбинат Москва,7900000001,Москва,Россия,"г Москва, ул Промышленная, 2",https://meat-москва.ru,office@москва-meat.ru,Мясокомбинат,10.11
ООО Налоговый консультант Москва,8000000027,Москва,Россия,"г Москва, ул Коммерческая, 28",https://tax-москва.ru,tax@москва-tax.ru,Налоговый консультант,69.20
ООО Натяжные потолки Москва,8100000025,Москва,Россия,"г Москва, ул Мастеров, 26",https://potolki-москва.ru,pot@москва-pot.ru,Натяжные потолки,43.29
ООО МИЦ,7701000000,Москва,Москва,"г Москва, ул Примерная, 1",mic.ru,info@mic.ru,Недвижимость,68.20
ООО БЕСТ-Недвижимость,7701000001,Москва,Москва,"г Москва, ул Примерная, 2",best.ru,info@best.ru,Недвижимость,68.20
ООО Inkom-Недвижимость,7701000002,Москва,Москва,"г Москва, ул Примерная, 3",inkom.ru,info@inkom.ru,Недвижимость,68.20
ООО Этажи,7701000003,Москва,Москва,"г Москва, ул Примерная, 4",etagi.ru,info@etagi.ru,Недвижимость,68.20
ООО Азбука Жилья,7701000004,Москва,Москва,"г Москва, ул Примерная, 5",azbuka.ru,info@azbuka.ru,Недвижимость,68.20
ООО Миэль,7701000005,Москва,Москва,"г Москва, ул Примерная, 6",miel.ru,info@miel.ru,Недвижимость,68.20
ООО НДВ-Недвижимость,7701000006,Москва,Москва,"г Москва, ул Примерная, 7",ndv.ru,info@ndv.ru,Недвижимость,68.20
